Gene_ID,Tissue,Tissue_Median_TPM,Other_Tissues_Mean_TPM,Other_Tissues_Maximum_TPM,Fold_Enrichment_vs_Other_Mean,Fold_Enrichment_vs_Second_Highest,Relative_Expression_Fraction,Tau,Expression_Class,Maximum_Tissue_Recalculated,Description,TF_Family,Marker_Score
Ca_10485,Nodule,78.514791,7.576705677419355,46.073715,9.27101779991653,1.6891547862751006,0.2505316788411006,0.9034996389735108,Tissue-specific,Nodule,E3 ubiquitin-protein ligase PUB23-like [Glycine max],NA,18.32517395841954
Ca_09969,Nodule,55.825997,4.3476655,30.260187,10.626318530955237,1.8178393174679346,0.292890527490092,0.9221211311282088,Tissue-specific,Nodule,unknown protein,NA,18.32495134341222
Ca_15759,Nodule,43.237155,2.718440774193548,23.55099,11.896694793960814,1.8018481128459587,0.3390914866837564,0.9371272051966985,Tissue-specific,Nodule,protein PLANT CADMIUM RESISTANCE 2-like [Glycine max],NA,18.30346611826451
Ca_14765,Nodule,30.346763,1.2169314677419354,8.42172,14.139707724897951,3.3270743558500993,0.4458062662910633,0.959899134291788,Tissue-specific,Nodule,PATATIN-like protein 5,NA,18.23298285362962
Ca_16403,Nodule,34.595944,1.7123286612903226,6.770446,13.12375764339198,4.580939626888856,0.39457893335034255,0.950504930251641,Tissue-specific,Nodule,Protein kinase superfamily protein,NA,18.193789774228083
Ca_02728,Nodule,33.011538,1.559689870967742,12.030738,13.287366718039658,2.610100671197595,0.40573693906255215,0.952753189779654,Tissue-specific,Nodule,hypothetical protein,NA,18.091023573488712
Ca_13801,Nodule,145.549593,18.845783387096773,57.002187,7.384419659406483,2.526621849620946,0.19944614985348827,0.8705198482616383,Tissue-specific,Nodule,response regulator 6,NA,18.067268113332773
Ca_22786,Nodule,33.143966,1.582525306451613,5.686692,13.221154470278462,5.106256726046302,0.4032002262517131,0.952252989082489,Tissue-specific,Nodule,Protein of unknown function (DUF630 and DUF632),NA,18.066492840699148
Ca_00337,Nodule,24.123788,0.5917227903225807,1.092563,15.784022288773274,12.00622776948651,0.5680570210495068,0.9754713981766636,Tissue-specific,Nodule,hypothetical protein,NA,18.05864500199599
Ca_23654,Nodule,178.855697,25.015679064516128,96.939142,6.9133577699039455,1.8364026203129284,0.18741263009275794,0.860134849020123,Tissue-specific,Nodule,Cytochrome P450 superfamily protein,NA,17.972042092556368
Ca_22989,Nodule,27.325179,0.9672696129032259,9.151635,14.39821914302774,2.7902085723137207,0.4767915366069594,0.9646015269322398,Tissue-specific,Nodule,ethylene-responsive transcription factor 1-like [Glycine max],ERF,17.90486312597384
Ca_16622,Nodule,45.006126,3.1505159677419354,9.145856,11.08443537082195,4.534474567744703,0.3154514398787132,0.9299980636471148,Tissue-specific,Nodule,mannosyl-oligosaccharide glucosidase,NA,17.828050061071735
Ca_17949,Nodule,17.63045,0.004864709677419355,0.117859,18.540257032193647,16.666189564157914,0.9915188218425065,0.999724073425385,Tissue-specific,Nodule,Unknown protein,NA,17.770497743027413
Ca_06083,Nodule,69.199065,6.680137161290323,42.167521,9.14034001291274,1.6262009810570313,0.2504641458318672,0.9034649216533442,Tissue-specific,Nodule,UDP-Glycosyltransferase superfamily protein,NA,17.689182487646587
Ca_23563,Nodule,42.07399,2.855782564516129,13.237396,11.171270495489015,3.025412090806493,0.3221511728159566,0.9321247505996904,Tissue-specific,Nodule,Transmembrane amino acid transporter family protein,NA,17.618441954139698
Ca_13095,Nodule,45.192875,3.2778383387096777,13.898958,10.798181544638064,3.100409773623095,0.3078410761161457,0.9274700195836252,Tissue-specific,Nodule,MBOAT (membrane bound O-acyl transferase) family protein,NA,17.604812647805595
Ca_14648,Nodule,21.304329,0.39711677419354835,6.971772,15.964541699010542,2.7979135630070706,0.6337754372318102,0.98135980841295,Tissue-specific,Nodule,FAD dependent oxidoreductase n=1 Tax=cyanobacterium PCC 7702 RepID=UPI00036A198D,NA,17.568961118084122
Ca_02834,Nodule,17.265012,0,0,18.265012,18.265012,1,1,Tissue-specific,Nodule,embryo-specific protein,NA,17.564571495787206
Ca_05766,Nodule,21.414484,0.4151287258064516,5.227974,15.839183807979353,3.599000894994103,0.6246299219176282,0.9806145818966988,Tissue-specific,Nodule,Peroxidase superfamily protein,NA,17.533441416390275
Ca_03844,Nodule,23.902212,0.6995839677419354,4.615232,14.651945695325095,4.434761021450226,0.524294168491016,0.9707314131536472,Tissue-specific,Nodule,terpene synthase 21,NA,17.438074202711526
Ca_19052,Nodule,68.950671,6.9736038870967745,43.555542,8.77277978571235,1.5699656621840667,0.24181984599248874,0.8988609713878379,Tissue-specific,Nodule,Protein kinase superfamily protein,NA,17.258190016701832
Ca_20768,Nodule,76.021935,8.12016035483871,40.795143,8.445239118974037,1.8428441553603487,0.23195317364796114,0.8931866131158236,Tissue-specific,Nodule,unknown protein,NA,17.230731239784237
Ca_08994,Nodule,75.087811,8.041105580645162,17.270756,8.41576401484413,4.16445882151784,0.2314937987634831,0.8929106405746046,Tissue-specific,Nodule,Werner Syndrome-like exonuclease-like [Glycine max],NA,17.148875409314087
Ca_01703,Nodule,16.863409,0.03548454838709677,1.100021,17.251255972698587,8.506300175093488,0.9387633096797214,0.997895766604066,Tissue-specific,Nodule,Unknown protein,NA,17.051569011868864
Ca_00917,Nodule,67.711666,6.991201096774193,24.187921,8.598415328045846,2.7279609936842344,0.2380534659640436,0.896750419687293,Tissue-specific,Nodule,plant invertase/pectin methylesterase inhibitor,NA,16.98673048758423
Ca_14131,Nodule,94.338127,11.459008193548387,47.856632,7.652144177043617,1.9513855764760863,0.20984201921001916,0.8785325874283216,Tissue-specific,Nodule,serine/threonine-protein kinase TIO-like [Glycine max],NA,16.958535483813986
Ca_22975,Nodule,42.537733,3.2218270806451614,9.465043,10.312533452541775,4.16030139579933,0.29868988819931075,0.9242595490303828,Tissue-specific,Nodule,12-oxophytodienoate reductase 2,NA,16.938847423706864
Ca_16559,Nodule,82.010678,9.387632,41.616468,7.991299460743314,1.9478544772879818,0.2198516960971781,0.8855315889474783,Tissue-specific,Nodule,magnesium transporter NIPA2-like isoform X1 [Glycine max],NA,16.92752672292139
Ca_13268,Nodule,139.990878,19.854366548387098,49.751098,6.760736542769956,2.77808527413535,0.18530149646360622,0.8581738550965649,Tissue-specific,Nodule,peptide transporter 5,NA,16.89295830887377
Ca_14161,Nodule,16.141739,0.01783467741935484,0.14697,16.8413784480812,14.94523745172062,0.9668830318568611,0.998895120444002,Tissue-specific,Nodule,sulfate transporter 3,NA,16.682419657846737
Ca_13114,Nodule,25.252859,1.0545220483870967,11.707699,12.778085794021933,2.0659018599669383,0.4358221092722219,0.9582414787811908,Tissue-specific,Nodule,"disease resistance protein, putative",NA,16.604655111656562
Ca_12888,Nodule,16.500236,0.07854622580645161,1.901199,16.225763515063722,6.0320701889115504,0.87140685145192,0.995239690765244,Tissue-specific,Nodule,terpene synthase 21,NA,16.521657139786253
Ca_04097,Nodule,47.344328,4.202744806451613,21.805021,9.292081352914154,2.1198984206153546,0.2665342756825014,0.9112302363558394,Tissue-specific,Nodule,probable 2-oxoglutarate/Fe(II)-dependent dioxygenase-like [Glycine max],NA,16.397053685594084
Ca_13111,Nodule,18.757814,0.36494829032258064,4.587453,14.475137366068717,3.5361038383678576,0.6237798005540914,0.9805441993228752,Tissue-specific,Nodule,Ribonuclease T2 family protein,NA,16.272571292992087
Ca_19179,Nodule,21.671037,0.7149665161290323,8.387752,13.219521656418307,2.4149590871169155,0.4943774950240104,0.9670082001092504,Tissue-specific,Nodule,beta glucosidase 17,NA,16.217733229261007
Ca_07307,Nodule,25.855536,1.2351330322580645,6.043466,12.015184605306889,3.8128296494935876,0.40308165948654184,0.9522294555309908,Tissue-specific,Nodule,putative disease resistance protein RGA1-like [Glycine max],NA,16.213617517890338
Ca_06546,Nodule,22.52821,0.8233497258064516,7.139375,12.90383828565509,2.8906654380711045,0.4688293069027448,0.9634525012947566,Tissue-specific,Nodule,UDP-glucosyltransferase family protein,NA,16.1971605965856
Ca_21850,Nodule,30.215711,1.8293160483870967,9.849728,11.032953005654878,2.8770961815816944,0.3476086494063984,0.9394581167265236,Tissue-specific,Nodule,zinc induced facilitator-like 1,NA,16.153733089590062
Ca_19024,Nodule,64.983571,7.312976048387097,36.152191,7.937418635147192,1.7760344470666614,0.22278617831445313,0.8874642323305517,Tissue-specific,Nodule,defects in morphology protein 1 precursor,NA,16.030821383583707
Ca_05164,Nodule,90.861488,11.96773829032258,26.356085,7.0838480807831665,3.3579910283214867,0.1967289167664215,0.868285909093602,Tissue-specific,Nodule,SNF1-related kinase regulatory subunit beta-2,NA,15.993720592317416
Ca_06523,Nodule,97.770843,13.323775612903226,60.086096,6.895587146103062,1.6169120220090674,0.19140433319112005,0.8637244478611765,Tissue-specific,Nodule,abscisic acid receptor,NA,15.942547299936097
Ca_16369,Nodule,15.728767,0.08716924193548387,0.384815,15.387454275488725,12.08014572343598,0.8533858976338985,0.9944579736011422,Tissue-specific,Nodule,cationic amino acid transporter 5,NA,15.939320167425656
Ca_20061,Nodule,23.297698,0.9825801129032258,3.693704,12.255594536565406,5.176657496936321,0.4333836086290292,0.9578250128874009,Tissue-specific,Nodule,Glycosyl hydrolase family protein with chitinase insertion domain,NA,15.938811143431636
Ca_22198,Nodule,62.463282,7.03480635483871,20.71825,7.8985453036813045,2.9221176660182104,0.22265193760688026,0.8873769336225608,Tissue-specific,Nodule,RING-H2 finger protein 2B,NA,15.842603264857269
Ca_02988,Nodule,23.297847,1.0285595161290322,11.673435,11.97788223949475,1.917226624036814,0.42219099975224345,0.9558517353071708,Tissue-specific,Nodule,germin-like protein 2,NA,15.760522395391172
Ca_14355,Nodule,75.759411,9.4606715,47.156258,7.33790474158375,1.5939654405871817,0.2052876769376043,0.8751221613906159,Tissue-specific,Nodule,P-loop containing nucleoside triphosphate hydrolases superfamily protein,NA,15.757744431872261
Ca_06603,Nodule,77.687541,9.850841193548387,32.997201,7.251745703069127,2.3145299814534734,0.20280584568592466,0.8731992148709097,Tissue-specific,Nodule,receptor-like kinase 1,NA,15.719273623348743
Ca_02435,Nodule,109.695013,16.376636741935485,67.330309,6.37033590814826,1.6199987182847366,0.17768093587951506,0.8507075545728274,Tissue-specific,Nodule,rac-like GTP-binding protein 7-like [Glycine max],NA,15.431657324641757
Ca_10510,Nodule,14.289327,0.00937551612903226,0.18676,15.147313121517708,12.883251036435336,0.980065731282812,0.9993438797972058,Tissue-specific,Nodule,unknown protein,NA,15.416828935985674
Ca_04808,Nodule,109.874527,16.452334629032258,46.710555,6.352991124497368,2.32389933422489,0.17724645325920613,0.8502625214574779,Tissue-specific,Nodule,hypothetical protein,NA,15.406176141543186
Ca_09215,Nodule,36.840075,3.1280966612903227,9.344373,9.166470193111294,3.6580346629032037,0.2753141020920679,0.9150898400372331,Tissue-specific,Nodule,Protein kinase family protein,NA,15.3321933749581
Ca_14124,Nodule,36.147538,3.048440048387097,12.32927,9.175765864385129,2.7869146622433187,0.27667634912318756,0.9156667309295836,Tissue-specific,Nodule,uncharacterized protein LOC100805767 isoform X6 [Glycine max],NA,15.270847519193401
Ca_06937,Nodule,39.055234,3.520268290322581,22.167572,8.861251462828886,1.7289353411742931,0.26355984680107986,0.9098643656744552,Tissue-specific,Nodule,hypothetical protein,NA,15.246679369005445
Ca_03233,Nodule,41.40312,3.8995405806451613,26.910911,8.654509397780403,1.519230955951241,0.2551198856646233,0.9058152965127952,Tissue-specific,Nodule,"putative calcium-transporting ATPase 13, plasma membrane-type-like [Glycine max]",NA,15.24634651499697
Ca_22895,Nodule,23.35934,1.1855903387096773,5.652527,11.145428110915422,3.6616672130755723,0.3885928118562684,0.9492455549382098,Tissue-specific,Nodule,protein FANTASTIC FOUR 3-like [Glycine max],NA,15.209591749409997
Ca_23136,Nodule,33.180561,2.6807813548387096,17.298831,9.286224229283995,1.8679095402323787,0.2853388048202317,0.9192062679459004,Tissue-specific,Nodule,Lactate/malate dehydrogenase family protein,NA,15.05772860905173
Ca_13647,Nodule,64.40085,8.060177032258064,29.639246,7.218495816047005,2.1345450211144232,0.20492442941820896,0.8748436234574843,Tissue-specific,Nodule,Protein phosphatase 2C family protein,NA,15.046671088535362
Ca_23075,Nodule,25.406556,1.533488,10.770002,10.423004174481978,2.243547282319918,0.3482989384120164,0.9396420357013364,Tissue-specific,Nodule,thaumatin-like protein 3,NA,15.007183856012894
Ca_13972,Nodule,22.662385,1.1629482903225805,10.473775,10.93987549580809,2.062301640044362,0.3859806714546169,0.9486837642938916,Tissue-specific,Nodule,calmodulin-binding family protein,NA,14.946099656470588
Ca_13785,Nodule,15.067703,0.20693509677419353,2.245443,13.312814452860442,4.9508504694120345,0.7013880616725344,0.9862663143297824,Tissue-specific,Nodule,receptor-like kinase 902,NA,14.75624643797796
Ca_09503,Nodule,19.626998,0.808465064516129,3.939054,11.405803963107763,4.176305422050457,0.4391867291169509,0.9588085215825604,Tissue-specific,Nodule,Protein kinase superfamily protein,NA,14.70207077052097
Ca_15675,Nodule,33.734714,3.0358059516129035,10.496482,8.606636299279533,3.0213341785774115,0.26387260790481665,0.9100094356331908,Tissue-specific,Nodule,GTP-binding nuclear protein Ran-3 [Glycine max],NA,14.464274018076441
Ca_07521,Nodule,27.7665,2.106868919354839,17.251242,9.259000217483765,1.5761393115054854,0.29830971312337073,0.92412191239966,Tissue-specific,Nodule,myb transcription factor,MYB,14.380104539060335
Ca_11387,Nodule,13.290541,0.05392890322580645,1.671796,13.559302678065205,5.34866471841413,0.8882663851241954,0.9959423094044249,Tissue-specific,Nodule,probable 2-oxoglutarate/Fe(II)-dependent dioxygenase-like [Glycine max],NA,14.373164676723622
Ca_00208,Nodule,17.145588,0.5598837741935484,10.530489,11.632653855497132,1.57370498337061,0.4969449728761983,0.9673453150633534,Tissue-specific,Nodule,"CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein",NA,14.319737642397337
Ca_15884,Nodule,54.638782,6.898654129032258,19.193484,7.044083851639273,2.7552839321832723,0.2034986230389264,0.873740704376751,Tissue-specific,Nodule,Protein kinase superfamily protein,NA,14.267845449538989
Ca_02256,Nodule,16.878233,0.5398245322580645,1.901226,11.610565116651697,6.162302764417525,0.502137169884437,0.9680165256482676,Tissue-specific,Nodule,ovate family protein 6,NA,14.245245594176717
Ca_19641,Nodule,21.216838,1.1720882096774194,12.360419,10.228331382222944,1.6628848241960075,0.3686578329375796,0.9447566970310364,Tissue-specific,Nodule,MYB transcription factor MYB92 [Glycine max],MYB,14.17760904508313
Ca_21840,Nodule,36.46249,3.816567806451613,11.363253,7.777839221908263,3.030148295112945,0.2355821853933358,0.8953289310068617,Tissue-specific,Nodule,"type I inositol 1,4,5-trisphosphate 5-phosphatase CVP2-like [Glycine max]",NA,13.850499826581423
Ca_11887,Nodule,19.901406,1.0954444516129032,8.936735,9.974688655627112,2.103448064178022,0.3695012627509776,0.9449564291280272,Tissue-specific,Nodule,GNS1/SUR4 membrane protein family,NA,13.751359586476198
Ca_18014,Nodule,40.083883,4.584449322580645,24.634496,7.356836928195924,1.6026795689683153,0.21999716995130653,0.8856286123133169,Tissue-specific,Nodule,uncharacterized protein LOC102668485 [Glycine max],NA,13.668207721565494
Ca_13260,Nodule,54.90193,7.507267903225807,36.019867,6.571079062739164,1.5100521565893255,0.19087876014244617,0.8632604008051118,Tissue-specific,Nodule,Protein kinase superfamily protein,NA,13.610736941031844
Ca_04194,Nodule,13.665974,0.24083254838709678,1.5009,11.81946268178059,5.864278459754489,0.6467023629761862,0.9823772130411564,Tissue-specific,Nodule,cysteine-rich receptor-like protein kinase 10-like [Glycine max],NA,13.561569342016792
Ca_20025,Nodule,22.702376,1.594053322580645,13.58551,9.137196908666526,1.625063230562387,0.31479473738806696,0.9297847360742926,Tissue-specific,Nodule,DUF679 domain membrane protein 2,NA,13.553101485423323
Ca_00376,Nodule,40.125002,4.6824234516129035,20.604217,7.237229388163082,1.9035636422278115,0.21656397918418982,0.8833040942499416,Tissue-specific,Nodule,ethylene-responsive transcription factor 1B,ERF,13.524000039917055
Ca_22428,Nodule,18.995156,1.0351821774193548,6.74112,9.824749952043211,2.5829797238642476,0.37182846698300437,0.9455028335950832,Tissue-specific,Nodule,scarecrow-like transcription factor PAT1-like [Glycine max],GRAS,13.469388686101727
Ca_03604,Nodule,57.027269,8.07225672580645,27.280344,6.396122900153252,2.0518586690458926,0.1855950257500208,0.8584491793600277,Tissue-specific,Nodule,phospholipid-transporting ATPase-like protein,NA,13.464593820156026
Ca_19263,Nodule,38.42474,4.441743161290322,21.28942,7.244873348754625,1.7687647323259197,0.2181751454123762,0.8844040802542756,Tissue-specific,Nodule,Protein of unknown function (DUF677),NA,13.394150560746802
Ca_23728,Nodule,17.84931,0.8923769677419354,9.368663,9.960652830440964,1.8179113353380276,0.3921805103755419,0.9500049599820982,Tissue-specific,Nodule,myb family transcription factor APL-like isoform X1 [Glycine max],G2-like,13.346669485404789
Ca_03843,Nodule,11.924884,0.0481211935483871,0.999861,12.331478534694199,6.46289117093638,0.888812930151444,0.9959646405324876,Tissue-specific,Nodule,terpene synthase 21,NA,13.327109465712379
Ca_20956,Nodule,40.31963,5.032467596774193,17.256174,6.849540314496723,2.263323629584161,0.20537068053125715,0.8751856701866016,Tissue-specific,Nodule,auxilin-like protein 1-like [Glycine max],NA,13.043507793085437
Ca_14796,Nodule,23.475517,1.9082014838709678,12.231379,8.416032085721175,1.8498084742338647,0.28410485698718513,0.9187152519848244,Tissue-specific,Nodule,probable carbohydrate esterase At4g34215-like isoform X1 [Glycine max],NA,13.02482605149067
Ca_13136,Nodule,18.939654,1.1827524516129033,10.781515,9.13509637121973,1.692452456241833,0.3406107510514346,0.9375515280472968,Tissue-specific,Nodule,Cytochrome P450 superfamily protein,NA,12.918685777053385
Ca_17393,Nodule,19.449816,1.2705644032258065,7.198353,9.006490179686955,2.4943810055507485,0.33056941545384144,0.9346747340321468,Tissue-specific,Nodule,Calcium-binding EF-hand family protein,NA,12.904523348579753
Ca_11476,Nodule,12.267672,0.20855925806451614,2.809256,10.978089747330978,3.4830087555155127,0.6548692738043311,0.9829992798907148,Tissue-specific,Nodule,"NAC domain protein,",NAC,12.67322892746109
Ca_08652,Nodule,14.893879,0.6198332903225806,4.919648,9.812046150029936,2.6849365029812584,0.4366590986097364,0.9583833539722876,Tissue-specific,Nodule,hypothetical protein,NA,12.599469428309835
Ca_16655,Nodule,24.689961,2.301423806451613,14.6932,7.781479296840627,1.637012272831545,0.25709577386673876,0.9067870618972784,Tissue-specific,Nodule,uncharacterized protein LOC100795398 isoform X1 [Glycine max],NA,12.570137252340492
Ca_22753,Nodule,12.714951,0.3104501935483871,6.900055,10.46583156500071,1.7360576603580606,0.5691841145137495,0.975583846642556,Tissue-specific,Nodule,Nucleotide-diphospho-sugar transferase family protein,NA,12.484856067806895
Ca_20101,Nodule,24.959029,2.466548677419355,5.889248,7.488436313931988,3.768049720375867,0.2460907855154715,0.9011760963369466,Tissue-specific,Nodule,prephenate dehydrogenase,NA,12.2979822036112
Ca_03911,Nodule,10.473593,0.029783435483870968,0.153606,11.141753309140023,9.945850663051337,0.9189877808219347,0.9971563306418464,Tissue-specific,Nodule,metalloendoproteinase 1-like [Glycine max],NA,12.20826141046461
Ca_17134,Nodule,39.233857,5.565009806451613,15.335022,6.128529611709201,2.463042718889512,0.18528459246173826,0.8581579729351715,Tissue-specific,Nodule,cellulose synthase like G2,NA,11.96419631370038
Ca_04531,Nodule,10.493018,0.07502593548387097,2.325804,10.690921605372221,3.455711160369041,0.8185633594100924,0.9928499183472408,Tissue-specific,Nodule,Unknown protein,NA,11.955548506213724
Ca_21103,Nodule,20.484638,1.7695932580645162,9.129065,7.7573260757480975,2.121087978011791,0.27188858956798206,0.9136136426689836,Tissue-specific,Nodule,Leucine-rich receptor-like protein kinase family protein,NA,11.94919016300633
Ca_13113,Nodule,14.3376,0.696657629032258,6.477848,9.039890981864316,2.0510713777546696,0.3989983131985649,0.9514104432379018,Tissue-specific,Nodule,LRR and NB-ARC domain disease resistance protein,NA,11.903542793568363
Ca_03995,Nodule,16.273862,1.0907465322580645,6.067975,8.26205459795442,2.4439619551568876,0.32491186411437323,0.9329755572304802,Tissue-specific,Nodule,TGACG-sequence-specific DNA-binding protein TGA-2.1-like isoform X2 [Glycine max],bZIP,11.683371010369434
Ca_05024,Nodule,26.932221,3.147736193548387,11.643307,6.734329209135162,2.2092496053445507,0.21630213713544158,0.8831237797451467,Tissue-specific,Nodule,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,NA,11.673113237025591
Ca_24636,Nodule,14.692281,0.8420063387096774,8.550166,8.519124321250935,1.64314222391527,0.36015367521253333,0.9426905639287952,Tissue-specific,Nodule,ATP-binding ABC transporter,NA,11.572685063650276
Ca_01046,Nodule,9.541665,0,0,10.541665,10.541665,1,1,Tissue-specific,Nodule,"nuclear factor Y, subunit B5",NF-YB,11.546613629545549
Ca_19988,Nodule,10.682501,0.19744112903225805,2.001032,9.756221593492038,3.8928278672136787,0.6357429690672763,0.981517331097628,Tissue-specific,Nodule,nuclear transcription factor Y subunit B-5-like [Glycine max],NF-YB,11.438809910148684
Ca_18957,Nodule,10.009674,0.11089916129032258,3.028703,9.91059709435025,2.7328085490541247,0.744349378786378,0.988920801887222,Tissue-specific,Nodule,nitrate transporter 2:1,NA,11.324486946469902
Ca_10693,Nodule,13.277856,0.6609646774193548,7.837841,8.59612259917745,1.6155366452055426,0.3932110275241524,0.9502205267612968,Tissue-specific,Nodule,Major facilitator superfamily protein,NA,11.312215490383778
Ca_00908,Nodule,34.586481,5.088010661290323,17.586748,5.845338153934446,1.9146157789409959,0.17984304344650023,0.8528901896295745,Tissue-specific,Nodule,myb transcription factor,MYB,11.195738447845745
Ca_01537,Nodule,9.483516,0.05462258064516129,0.621247,9.940538153077236,6.466328696367673,0.84849889270790535,0.994240260611659,Tissue-specific,Nodule,Unknown protein,NA,11.167641034159205
Ca_08497,Nodule,9.637779,0.08831995161290324,2.319507,9.774495987356186,3.204626168885922,0.7787665301289078,0.9908360679765637,Tissue-specific,Nodule,protein SCARECROW-like [Glycine max],GRAS,11.11645385740227
Ca_00871,Nodule,18.171522,1.7231504516129033,6.314582,7.0401993355324315,2.6210003524466607,0.25383054362428425,0.905173025593954,Tissue-specific,Nodule,Protein kinase family protein,NA,10.859396636569402
Ca_21287,Nodule,12.017101,0.5779378548387096,3.192717,8.249438316016922,3.1046934481864623,0.4014643017565678,0.9519070485603216,Tissue-specific,Nodule,1-deoxy-D-xylulose 5-phosphate synthase 1,NA,10.728951135938992
Ca_24918,Nodule,12.017101,0.5779378548387096,3.192717,8.249438316016922,3.1046934481864623,0.4014643017565678,0.9519070485603216,Tissue-specific,Nodule,1-deoxy-D-xylulose 5-phosphate synthase 1,NA,10.728951135938992
Ca_16402,Nodule,14.73369,1.1233723870967742,6.020277,7.4097648135625525,2.241177947821717,0.29730054545527185,0.9237548511542748,Tissue-specific,Nodule,uncharacterized protein LOC100811367 [Glycine max],NA,10.61185922403281
Ca_24943,Nodule,28.370174,4.091919774193548,10.244829,5.767996218018107,2.611882670692458,0.18277432810439825,0.8557668425229417,Tissue-specific,Nodule,disease resistance protein,NA,10.54953251146343
Ca_16985,Nodule,14.49007,1.096364193548387,8.40921,7.389016683108343,1.646266796043451,0.2989038594510922,0.9243368601015464,Tissue-specific,Nodule,terpene synthase 14,NA,10.543633908240096
Ca_20759,Nodule,9.470743,0.23287309677419354,3.244682,8.492960895486037,2.4667909162570956,0.5674566437518848,0.975411317066233,Tissue-specific,Nodule,1-aminocyclopropane-1-carboxylate synthase 9,NA,10.200047403293194
Ca_23244,Nodule,12.255855,0.7835125483870968,4.437214,7.432442800577888,2.4379866232964162,0.33536573686218735,0.9360703477328104,Tissue-specific,Nodule,MYB transcription factor MYB92 [Glycine max],MYB,10.100046051363183
Ca_13324,Nodule,8.349065,0.08339935483870968,0.801017,8.629380254146296,5.19099208946945,0.7635563579129987,0.9900109347766834,Tissue-specific,Nodule,lipase 1,NA,9.926642131153212
Ca_18820,Nodule,8.034437,0.04077877419354839,0.378232,8.680458541249912,6.555091595609447,0.8640499801098641,0.9949245013442076,Tissue-specific,Nodule,Sugar transporter SWEET n=3 Tax=Phaseoleae RepID=I1MI63_SOYBN,NA,9.850030172796192
Ca_17562,Nodule,12.128638,0.8426001774193549,4.406771,7.125060640332324,2.4281845855872204,0.31709484659480913,0.93052804631325,Tissue-specific,Nodule,cellulose-synthase like D2,NA,9.792158166834184
Ca_02999,Nodule,8.661183,0.1786392580645161,3.055837,8.19689564376547,2.3820441995080173,0.609985421508557,0.9793747276712066,Tissue-specific,Nodule,polygalacturonase 4,NA,9.726543157562041
Ca_04224,Nodule,10.034814,0.44632700000000003,6.024699,7.629542973338671,1.5708593350405478,0.4203776380756678,0.9555221452036878,Tissue-specific,Nodule,nodulin MtN21 /EamA-like transporter family protein,NA,9.703349012501343
Ca_06895,Nodule,16.794534,1.8898157096774193,9.785236,6.1576708647577885,1.6498975080378397,0.22280176019203057,0.8874743586408875,Tissue-specific,Nodule,receptor-like protein kinase 2,NA,9.666116755945025
Ca_01115,Nodule,8.729224,0.21601324193548388,1.33228,8.000919450938174,4.17155058569297,0.5658907580106348,0.9752540154845972,Tissue-specific,Nodule,receptor-like protein kinase 4,NA,9.603831897267272
Ca_09745,Nodule,19.932392,2.7107119032258065,12.487984,5.641071725833254,1.5519288872228791,0.19172313123423976,0.8640046862802113,Tissue-specific,Nodule,cysteine-rich receptor-kinase-like protein,NA,9.462128093092412
Ca_06386,Nodule,15.358933,1.6575579032258065,4.246694,6.155626178508901,3.117950656165578,0.2301197209101124,0.8920785771234364,Tissue-specific,Nodule,BEL1-like homeodomain protein 8-like isoform X2 [Glycine max],HB-other,9.43064539422939
Ca_17040,Nodule,10.638885,0.6474814032258064,3.076821,7.064653341282515,2.8548923290966175,0.3464215212699464,0.9391401069542714,Tissue-specific,Nodule,"internal alternative NAD(P)H-ubiquinone oxidoreductase A1, mitochondrial-like [Glycine max]",NA,9.379638593843392
Ca_09005,Nodule,10.138912,0.5555405,2.1854460000000002,7.1607984491564185,3.4968139469323916,0.3705652283519764,0.9452070892813744,Tissue-specific,Nodule,uncharacterized protein LOC100787534 [Glycine max],NA,9.335453449778878
Ca_18626,Nodule,9.810527,0.5903395322580646,3.468373,6.797622005063618,2.419343013665153,0.3489918066924033,0.9398259102433472,Tissue-specific,Nodule,endoglucanase 8-like [Glycine max],NA,8.924702063933461
Ca_04053,Nodule,7.483737,0.12131351612903225,3.760719,7.565892034626787,1.7820285129200022,0.6655490492381312,0.9837897141322536,Tissue-specific,Nodule,RING-H2 finger protein 2B,NA,8.859825981346042
Ca_24610,Nodule,7.266184,0.09047216129032258,1.748098,7.580371414726328,3.0079655092358424,0.721508603916205,0.9875488755459092,Tissue-specific,Nodule,Phosphorylase superfamily protein,NA,8.793924685078597
Ca_05803,Nodule,7.423898,0.16549370967741936,3.183846,7.22775072062082,2.0134340508708974,0.5913476148187184,0.9777079763653246,Tissue-specific,Nodule,germin-like protein 2,NA,8.577622873591773
Ca_17561,Nodule,8.530608,0.4986528064516129,3.530586,6.359450273586576,2.1036148524716234,0.3556072833018847,0.9415454553237456,Tissue-specific,Nodule,cellulose synthase-like D3,NA,8.173354713747898
Ca_19630,Nodule,6.752907,0.12144904838709678,2.707556,6.913294020045293,2.091109884786636,0.6420439011763598,0.9820152938005668,Tissue-specific,Nodule,Protein kinase superfamily protein,NA,8.09363792306473
